AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.993064E+1	0.000000E+0	1.000000E+3	8.399020E+6	-9.719666E+5	-8.342591E+6	-9.664537E+1	1.882192E-11	-7.257815E+7	-1.165066E-1
2.104426E+1	0.000000E+0	1.000000E+3	7.129480E+6	6.685907E+5	-7.098061E+6	-8.461899E+1	2.222512E-11	7.602482E+7	9.419343E-2
2.213576E+1	0.000000E+0	1.000000E+3	8.145250E+6	-7.489850E+5	-8.110741E+6	-9.527601E+1	1.945682E-11	-8.858001E+7	-9.234483E-2
2.327168E+1	0.000000E+0	1.000000E+3	8.047330E+6	-9.579599E+5	-7.990108E+6	-9.683674E+1	1.963673E-11	-6.760149E+7	-1.198932E-1
2.439179E+1	0.000000E+0	1.000000E+3	7.193230E+6	4.918223E+5	-7.176397E+6	-8.607946E+1	2.207388E-11	1.052058E+8	6.853332E-2
2.554306E+1	0.000000E+0	1.000000E+3	7.906920E+6	-1.119198E+6	-7.827310E+6	-9.813736E+1	1.992590E-11	-5.586086E+7	-1.429863E-1
2.665910E+1	0.000000E+0	1.000000E+3	7.996250E+6	1.217049E+6	-7.903088E+6	-8.124542E+1	1.967181E-11	5.253693E+7	1.539966E-1
2.775641E+1	0.000000E+0	1.000000E+3	8.467850E+6	-7.228973E+5	-8.436937E+6	-9.489728E+1	1.872659E-11	-9.919042E+7	-8.568243E-2
2.886859E+1	0.000000E+0	1.000000E+3	7.980180E+6	8.008677E+5	-7.939892E+6	-8.424027E+1	1.984309E-11	7.951784E+7	1.008663E-1
2.996784E+1	0.000000E+0	1.000000E+3	8.043450E+6	-1.202982E+6	-7.952982E+6	-9.860145E+1	1.956435E-11	-5.378061E+7	-1.512617E-1
3.104095E+1	0.000000E+0	1.000000E+3	7.949640E+6	-1.073439E+6	-7.876833E+6	-9.776035E+1	1.983704E-11	-5.887317E+7	-1.362780E-1
3.211896E+1	0.000000E+0	1.000000E+3	7.785320E+6	-6.341403E+5	-7.759451E+6	-9.467211E+1	2.037503E-11	-9.558013E+7	-8.172489E-2
3.323481E+1	0.000000E+0	1.000000E+3	7.819830E+6	8.105241E+5	-7.777711E+6	-8.405062E+1	2.024311E-11	7.544469E+7	1.042111E-1
3.433634E+1	0.000000E+0	1.000000E+3	8.262830E+6	-9.288705E+5	-8.210454E+6	-9.645458E+1	1.913946E-11	-7.350256E+7	-1.131327E-1
3.545732E+1	0.000000E+0	1.000000E+3	7.192080E+6	5.818236E+5	-7.168507E+6	-8.535983E+1	2.205666E-11	8.890325E+7	8.116385E-2
3.653021E+1	0.000000E+0	1.000000E+3	7.577910E+6	9.532419E+5	-7.517716E+6	-8.277349E+1	2.083565E-11	6.024150E+7	1.267994E-1
3.762453E+1	0.000000E+0	1.000000E+3	7.945200E+6	-1.091258E+6	-7.869902E+6	-9.789442E+1	1.984174E-11	-5.784716E+7	-1.386623E-1
