AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.859895E+1	0.000000E+0	1.000000E+3	7.989620E+6	-1.905637E+5	-7.987347E+6	-9.136671E+1	1.991455E-11	-3.349747E+8	-2.385820E-2
1.969798E+1	0.000000E+0	1.000000E+3	8.505770E+6	-7.567234E+5	-8.472042E+6	-9.510412E+1	1.863721E-11	-9.560709E+7	-8.932008E-2
2.083280E+1	0.000000E+0	1.000000E+3	8.179740E+6	1.421267E+5	-8.178505E+6	-8.900441E+1	1.945428E-11	4.707641E+8	1.737808E-2
2.194205E+1	0.000000E+0	1.000000E+3	8.598640E+6	-7.320923E+5	-8.567418E+6	-9.488410E+1	1.844211E-11	-1.009936E+8	-8.545075E-2
2.301965E+1	0.000000E+0	1.000000E+3	8.110920E+6	-7.459090E+5	-8.076549E+6	-9.527658E+1	1.953915E-11	-8.819712E+7	-9.235492E-2
2.409977E+1	0.000000E+0	1.000000E+3	8.529120E+6	-1.257460E+5	-8.528193E+6	-9.084475E+1	1.865816E-11	-5.785145E+8	-1.474474E-2
2.517726E+1	0.000000E+0	1.000000E+3	8.332560E+6	-7.591559E+5	-8.297906E+6	-9.522730E+1	1.902093E-11	-9.145889E+7	-9.148765E-2
2.625563E+1	0.000000E+0	1.000000E+3	8.008520E+6	-1.331249E+5	-8.007413E+6	-9.095247E+1	1.987046E-11	-4.817761E+8	-1.662520E-2
2.733325E+1	0.000000E+0	1.000000E+3	7.972860E+6	-1.865772E+5	-7.970677E+6	-9.134093E+1	1.995662E-11	-3.406981E+8	-2.340795E-2
2.841075E+1	0.000000E+0	1.000000E+3	7.977640E+6	-2.260853E+5	-7.974436E+6	-9.162397E+1	1.994212E-11	-2.814987E+8	-2.835127E-2
2.948674E+1	0.000000E+0	1.000000E+3	8.742020E+6	-3.114444E+5	-8.736470E+6	-9.204166E+1	1.819418E-11	-2.453822E+8	-3.564876E-2
3.056847E+1	0.000000E+0	1.000000E+3	7.931320E+6	-2.152587E+5	-7.928398E+6	-9.155522E+1	2.005925E-11	-2.922336E+8	-2.715034E-2
3.164534E+1	0.000000E+0	1.000000E+3	8.243840E+6	-4.396305E+5	-8.232109E+6	-9.305694E+1	1.927845E-11	-1.545864E+8	-5.340436E-2
3.272234E+1	0.000000E+0	1.000000E+3	8.224540E+6	-5.535342E+5	-8.205892E+6	-9.385908E+1	1.930735E-11	-1.222021E+8	-6.745571E-2
3.380071E+1	0.000000E+0	1.000000E+3	8.433960E+6	-5.791566E+5	-8.414051E+6	-9.393758E+1	1.882618E-11	-1.228194E+8	-6.883207E-2
3.487895E+1	0.000000E+0	1.000000E+3	8.017160E+6	-6.200148E+4	-8.016920E+6	-9.044311E+1	1.985119E-11	-1.036666E+9	-7.733827E-3
3.600469E+1	0.000000E+0	1.000000E+3	7.903500E+6	1.664734E+4	-7.903482E+6	-8.987932E+1	2.013723E-11	3.752270E+9	2.106330E-3
3.708944E+1	0.000000E+0	1.000000E+3	7.727350E+6	-3.472558E+5	-7.719543E+6	-9.257566E+1	2.057551E-11	-1.719538E+8	-4.498398E-2
3.816405E+1	0.000000E+0	1.000000E+3	8.276690E+6	-1.799081E+4	-8.276670E+6	-9.012454E+1	1.922925E-11	-3.807700E+9	-2.173677E-3
3.924475E+1	0.000000E+0	1.000000E+3	7.770760E+6	5.576503E+4	-7.770560E+6	-8.958883E+1	2.048073E-11	1.082842E+9	7.176450E-3
4.032094E+1	0.000000E+0	1.000000E+3	8.246060E+6	-4.512765E+5	-8.233702E+6	-9.313715E+1	1.927180E-11	-1.506781E+8	-5.480846E-2
4.139859E+1	0.000000E+0	1.000000E+3	7.650940E+6	-3.336563E+5	-7.643661E+6	-9.249945E+1	2.078222E-11	-1.754407E+8	-4.365137E-2
