AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.545917E+1	0.000000E+0	1.000000E+3	7.773680E+6	-5.195635E+4	-7.773506E+6	-9.038295E+1	2.047311E-11	-1.163094E+9	-6.683773E-3
1.654655E+1	0.000000E+0	1.000000E+3	8.526650E+6	-3.890525E+5	-8.517770E+6	-9.261519E+1	1.864615E-11	-1.868739E+8	-4.567540E-2
1.763673E+1	0.000000E+0	1.000000E+3	7.899600E+6	-1.979723E+5	-7.897119E+6	-9.143604E+1	2.014089E-11	-3.152143E+8	-2.506892E-2
1.871165E+1	0.000000E+0	1.000000E+3	7.878580E+6	-5.363028E+5	-7.860305E+6	-9.390320E+1	2.015411E-11	-1.157406E+8	-6.822925E-2
1.977937E+1	0.000000E+0	1.000000E+3	7.964170E+6	-4.946043E+5	-7.948797E+6	-9.356057E+1	1.994530E-11	-1.282399E+8	-6.222379E-2
2.087952E+1	0.000000E+0	1.000000E+3	8.497420E+6	-4.183599E+5	-8.487115E+6	-9.282203E+1	1.870708E-11	-1.725934E+8	-4.929354E-2
2.196779E+1	0.000000E+0	1.000000E+3	7.929580E+6	-6.892695E+5	-7.899566E+6	-9.498666E+1	1.999507E-11	-9.122446E+7	-8.725410E-2
2.306961E+1	0.000000E+0	1.000000E+3	8.347520E+6	8.961998E+4	-8.347039E+6	-8.938485E+1	1.906504E-11	7.775174E+8	1.073674E-2
2.419073E+1	0.000000E+0	1.000000E+3	8.079230E+6	-1.532835E+5	-8.077776E+6	-9.108711E+1	1.969573E-11	-4.258382E+8	-1.897595E-2
2.525811E+1	0.000000E+0	1.000000E+3	7.843500E+6	-2.704975E+5	-7.838834E+6	-9.197634E+1	2.027925E-11	-2.274346E+8	-3.450736E-2
2.638073E+1	0.000000E+0	1.000000E+3	7.820560E+6	-2.637662E+5	-7.816111E+6	-9.193280E+1	2.033926E-11	-2.318764E+8	-3.374647E-2
2.749148E+1	0.000000E+0	1.000000E+3	8.023320E+6	-1.682662E+5	-8.021555E+6	-9.120170E+1	1.983218E-11	-3.825705E+8	-2.097675E-2
2.859228E+1	0.000000E+0	1.000000E+3	7.837930E+6	-2.413989E+5	-7.834212E+6	-9.176492E+1	2.029610E-11	-2.544881E+8	-3.081342E-2
2.967959E+1	0.000000E+0	1.000000E+3	8.072730E+6	-3.942442E+4	-8.072634E+6	-9.027981E+1	1.971490E-11	-1.653010E+9	-4.883712E-3
3.075887E+1	0.000000E+0	1.000000E+3	8.255570E+6	-8.518895E+5	-8.211499E+6	-9.592288E+1	1.917558E-11	-8.000385E+7	-1.037435E-1
3.183502E+1	0.000000E+0	1.000000E+3	8.243220E+6	-2.023810E+5	-8.240735E+6	-9.140682E+1	1.930156E-11	-3.357562E+8	-2.455861E-2
3.291320E+1	0.000000E+0	1.000000E+3	8.208420E+6	-3.824041E+5	-8.199508E+6	-9.267019E+1	1.936818E-11	-1.761962E+8	-4.663744E-2
3.399119E+1	0.000000E+0	1.000000E+3	8.158390E+6	-5.663375E+5	-8.138709E+6	-9.398055E+1	1.946107E-11	-1.175259E+8	-6.958566E-2
3.506984E+1	0.000000E+0	1.000000E+3	8.062160E+6	-8.672877E+5	-8.015375E+6	-9.617555E+1	1.962642E-11	-7.494448E+7	-1.082030E-1
3.615807E+1	0.000000E+0	1.000000E+3	7.796880E+6	-3.255317E+5	-7.790081E+6	-9.239288E+1	2.039485E-11	-1.867448E+8	-4.178797E-2
