AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.203413E+0	0.000000E+0	1.000000E+3	9.408450E+6	-8.655155E+5	-9.368555E+6	-9.527830E+1	1.684444E-11	-1.022731E+8	-9.238517E-2
2.279644E+0	0.000000E+0	1.000000E+3	9.075790E+6	-3.998739E+5	-9.066977E+6	-9.252524E+1	1.751918E-11	-2.059898E+8	-4.410223E-2
3.356112E+0	0.000000E+0	1.000000E+3	8.645800E+6	-4.855836E+5	-8.632153E+6	-9.321966E+1	1.837930E-11	-1.539382E+8	-5.625290E-2
4.434369E+0	0.000000E+0	1.000000E+3	9.603920E+6	-9.589228E+5	-9.555927E+6	-9.573036E+1	1.648906E-11	-9.618634E+7	-1.003485E-1
5.510110E+0	0.000000E+0	1.000000E+3	9.510670E+6	4.808885E+4	-9.510548E+6	-8.971029E+1	1.673414E-11	1.880953E+9	5.056370E-3
6.578712E+0	0.000000E+0	1.000000E+3	9.658240E+6	-8.022892E+5	-9.624860E+6	-9.476493E+1	1.642172E-11	-1.162693E+8	-8.335593E-2
7.700237E+0	0.000000E+0	1.000000E+3	8.563510E+6	-3.794419E+5	-8.555099E+6	-9.253956E+1	1.856699E-11	-1.932673E+8	-4.435272E-2
8.823984E+0	0.000000E+0	1.000000E+3	8.563670E+6	-9.388596E+5	-8.512049E+6	-9.629415E+1	1.847287E-11	-7.811226E+7	-1.102977E-1
9.901833E+0	0.000000E+0	1.000000E+3	8.717310E+6	-9.346454E+5	-8.667060E+6	-9.615492E+1	1.815210E-11	-8.130516E+7	-1.078388E-1
1.097208E+1	0.000000E+0	1.000000E+3	9.620190E+6	-7.605826E+5	-9.590077E+6	-9.453460E+1	1.649206E-11	-1.216805E+8	-7.930933E-2
1.204667E+1	0.000000E+0	1.000000E+3	8.855110E+6	-3.067122E+5	-8.849797E+6	-9.198494E+1	1.796245E-11	-2.556565E+8	-3.465754E-2
1.311320E+1	0.000000E+0	1.000000E+3	1.028140E+7	-5.334029E+5	-1.026755E+7	-9.297386E+1	1.545904E-11	-1.981751E+8	-5.195033E-2
1.418281E+1	0.000000E+0	1.000000E+3	8.947490E+6	3.853952E+5	-8.939186E+6	-8.753134E+1	1.777116E-11	2.077285E+8	4.311301E-2
1.525893E+1	0.000000E+0	1.000000E+3	9.029760E+6	-6.675356E+5	-9.005052E+6	-9.423953E+1	1.757737E-11	-1.221456E+8	-7.412901E-2
1.633655E+1	0.000000E+0	1.000000E+3	8.588800E+6	-6.202895E+5	-8.566372E+6	-9.414155E+1	1.848213E-11	-1.189243E+8	-7.240983E-2
1.741904E+1	0.000000E+0	1.000000E+3	9.438690E+6	-9.804529E+5	-9.387629E+6	-9.596241E+1	1.677075E-11	-9.086501E+7	-1.044410E-1
1.849259E+1	0.000000E+0	1.000000E+3	8.672640E+6	-4.328768E+5	-8.661830E+6	-9.286099E+1	1.832851E-11	-1.737554E+8	-4.997522E-2
1.955740E+1	0.000000E+0	1.000000E+3	9.544310E+6	-8.120365E+5	-9.509703E+6	-9.488066E+1	1.661491E-11	-1.121795E+8	-8.539031E-2
2.062351E+1	0.000000E+0	1.000000E+3	9.354160E+6	-8.553049E+5	-9.314975E+6	-9.524621E+1	1.694308E-11	-1.023031E+8	-9.182042E-2
2.169333E+1	0.000000E+0	1.000000E+3	9.276570E+6	2.160905E+5	-9.274053E+6	-8.866522E+1	1.715200E-11	3.982348E+8	2.330054E-2
2.276878E+1	0.000000E+0	1.000000E+3	9.185660E+6	-1.083435E+6	-9.121541E+6	-9.677372E+1	1.720551E-11	-7.787859E+7	-1.187776E-1
2.383790E+1	0.000000E+0	1.000000E+3	9.888390E+6	-1.118879E+6	-9.824885E+6	-9.649698E+1	1.599177E-11	-8.739123E+7	-1.138822E-1
2.491405E+1	0.000000E+0	1.000000E+3	9.951950E+6	2.245599E+5	-9.949416E+6	-8.870704E+1	1.598827E-11	4.410463E+8	2.257016E-2
2.598127E+1	0.000000E+0	1.000000E+3	1.001190E+7	9.137060E+4	-1.001148E+7	-8.947710E+1	1.589592E-11	1.097050E+9	9.126580E-3
2.704786E+1	0.000000E+0	1.000000E+3	9.112830E+6	-9.313758E+5	-9.065109E+6	-9.586615E+1	1.737347E-11	-8.916236E+7	-1.027429E-1
