AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.170328E+0	0.000000E+0	1.000000E+3	8.819950E+6	-7.887157E+5	-8.784614E+6	-9.513047E+1	1.797259E-11	-9.863061E+7	-8.978377E-2
2.244435E+0	0.000000E+0	1.000000E+3	8.602530E+6	-7.544493E+5	-8.569383E+6	-9.503135E+1	1.842966E-11	-9.808946E+7	-8.804009E-2
3.320804E+0	0.000000E+0	1.000000E+3	8.966140E+6	-8.849822E+5	-8.922358E+6	-9.566447E+1	1.766399E-11	-9.083986E+7	-9.918704E-2
4.376977E+0	0.000000E+0	1.000000E+3	8.586880E+6	-1.120761E+6	-8.513425E+6	-9.749966E+1	1.837611E-11	-6.578965E+7	-1.316464E-1
5.466041E+0	0.000000E+0	1.000000E+3	9.260320E+6	-1.258861E+6	-9.174355E+6	-9.781306E+1	1.702722E-11	-6.811991E+7	-1.372152E-1
6.544159E+0	0.000000E+0	1.000000E+3	9.170080E+6	-7.659423E+5	-9.138036E+6	-9.479128E+1	1.729525E-11	-1.097868E+8	-8.381914E-2
7.657779E+0	0.000000E+0	1.000000E+3	8.390750E+6	1.093937E+6	-8.319134E+6	-8.250879E+1	1.880601E-11	6.435901E+7	1.314965E-1
8.801558E+0	0.000000E+0	1.000000E+3	8.946350E+6	-1.095974E+6	-8.878965E+6	-9.703671E+1	1.765593E-11	-7.302835E+7	-1.234349E-1
9.915777E+0	0.000000E+0	1.000000E+3	8.118670E+6	7.089625E+5	-8.087656E+6	-8.499027E+1	1.952869E-11	9.297078E+7	8.765983E-2
1.101676E+1	0.000000E+0	1.000000E+3	9.089180E+6	-8.721596E+5	-9.047239E+6	-9.550633E+1	1.742957E-11	-9.472256E+7	-9.640064E-2
1.209950E+1	0.000000E+0	1.000000E+3	8.571300E+6	-8.447310E+5	-8.529573E+6	-9.565588E+1	1.847796E-11	-8.697109E+7	-9.903556E-2
1.317784E+1	0.000000E+0	1.000000E+3	8.839440E+6	-7.360350E+5	-8.808743E+6	-9.477639E+1	1.794257E-11	-1.061576E+8	-8.355732E-2
1.425538E+1	0.000000E+0	1.000000E+3	8.530110E+6	-8.935388E+5	-8.483181E+6	-9.601283E+1	1.855537E-11	-8.143214E+7	-1.053306E-1
1.540973E+1	0.000000E+0	1.000000E+3	8.414040E+6	-1.095032E+6	-8.342480E+6	-9.747788E+1	1.875453E-11	-6.465204E+7	-1.312598E-1
