AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.169052E+0	0.000000E+0	1.000000E+3	8.188130E+6	-3.194498E+5	-8.181896E+6	-9.223589E+1	1.942248E-11	-2.098780E+8	-3.904349E-2
2.255903E+0	0.000000E+0	1.000000E+3	8.704250E+6	1.554177E+5	-8.702862E+6	-8.897691E+1	1.828182E-11	4.874862E+8	1.785822E-2
3.345122E+0	0.000000E+0	1.000000E+3	8.232660E+6	-8.313444E+5	-8.190577E+6	-9.579568E+1	1.923332E-11	-8.152661E+7	-1.015001E-1
4.423147E+0	0.000000E+0	1.000000E+3	9.241310E+6	-7.332074E+5	-9.212178E+6	-9.455064E+1	1.716783E-11	-1.164770E+8	-7.959110E-2
5.510325E+0	0.000000E+0	1.000000E+3	8.534770E+6	-6.873593E+5	-8.507046E+6	-9.461940E+1	1.858726E-11	-1.059741E+8	-8.079882E-2
6.588099E+0	0.000000E+0	1.000000E+3	7.901980E+6	-4.007245E+5	-7.891813E+6	-9.290683E+1	2.011523E-11	-1.558210E+8	-5.077725E-2
7.667058E+0	0.000000E+0	1.000000E+3	8.058800E+6	-3.456461E+5	-8.051384E+6	-9.245820E+1	1.973104E-11	-1.878924E+8	-4.293002E-2
8.745028E+0	0.000000E+0	1.000000E+3	8.389180E+6	-7.245394E+5	-8.357834E+6	-9.495458E+1	1.890057E-11	-9.713528E+7	-8.668986E-2
9.822606E+0	0.000000E+0	1.000000E+3	8.148280E+6	-4.294896E+5	-8.136953E+6	-9.302142E+1	1.950518E-11	-1.545892E+8	-5.278261E-2
1.090285E+1	0.000000E+0	1.000000E+3	8.927930E+6	-8.534875E+5	-8.887041E+6	-9.548571E+1	1.774499E-11	-9.339087E+7	-9.603731E-2
1.197810E+1	0.000000E+0	1.000000E+3	8.525180E+6	-1.244093E+5	-8.524272E+6	-9.083616E+1	1.866682E-11	-5.841903E+8	-1.459471E-2
1.305684E+1	0.000000E+0	1.000000E+3	7.868200E+6	-3.946895E+5	-7.858294E+6	-9.287531E+1	2.020215E-11	-1.568539E+8	-5.022584E-2
1.413366E+1	0.000000E+0	1.000000E+3	8.013240E+6	-5.873535E+5	-7.991685E+6	-9.420343E+1	1.980807E-11	-1.093243E+8	-7.349558E-2
1.521184E+1	0.000000E+0	1.000000E+3	8.728210E+6	-1.964875E+5	-8.725998E+6	-9.128994E+1	1.822992E-11	-3.877176E+8	-2.251748E-2
1.628935E+1	0.000000E+0	1.000000E+3	8.142160E+6	-6.874672E+5	-8.113086E+6	-9.484342E+1	1.947722E-11	-9.643335E+7	-8.473561E-2
1.736809E+1	0.000000E+0	1.000000E+3	8.484730E+6	-4.403604E+5	-8.473295E+6	-9.297501E+1	1.873253E-11	-1.634812E+8	-5.197039E-2
1.844681E+1	0.000000E+0	1.000000E+3	8.033280E+6	-6.889197E+5	-8.003685E+6	-9.491963E+1	1.973896E-11	-9.367360E+7	-8.607531E-2
1.952293E+1	0.000000E+0	1.000000E+3	8.429000E+6	1.388727E+5	-8.427856E+6	-8.905598E+1	1.887927E-11	5.116056E+8	1.647782E-2
2.060229E+1	0.000000E+0	1.000000E+3	8.868550E+6	-5.312066E+5	-8.852627E+6	-9.343395E+1	1.791377E-11	-1.480614E+8	-6.000554E-2
2.167961E+1	0.000000E+0	1.000000E+3	8.461540E+6	-1.321950E+5	-8.460507E+6	-9.089517E+1	1.880692E-11	-5.416066E+8	-1.562494E-2
2.275815E+1	0.000000E+0	1.000000E+3	8.536230E+6	-3.036010E+5	-8.530829E+6	-9.203822E+1	1.863284E-11	-2.400098E+8	-3.558869E-2
2.383615E+1	0.000000E+0	1.000000E+3	8.729970E+6	-7.454483E+5	-8.698085E+6	-9.489843E+1	1.816428E-11	-1.022370E+8	-8.570258E-2
2.491539E+1	0.000000E+0	1.000000E+3	8.211130E+6	8.569248E+4	-8.210683E+6	-8.940204E+1	1.938178E-11	7.867978E+8	1.043671E-2
2.599238E+1	0.000000E+0	1.000000E+3	9.332040E+6	-5.003648E+5	-9.318616E+6	-9.307356E+1	1.703015E-11	-1.740469E+8	-5.369519E-2
2.711490E+1	0.000000E+0	1.000000E+3	7.726850E+6	-4.581163E+5	-7.713257E+6	-9.339900E+1	2.056141E-11	-1.303254E+8	-5.939336E-2
2.825807E+1	0.000000E+0	1.000000E+3	8.077000E+6	-5.547249E+5	-8.057928E+6	-9.393815E+1	1.965818E-11	-1.176041E+8	-6.884212E-2
2.932347E+1	0.000000E+0	1.000000E+3	8.736470E+6	-3.069684E+5	-8.731075E+6	-9.201358E+1	1.820606E-11	-2.486441E+8	-3.515815E-2
3.045840E+1	0.000000E+0	1.000000E+3	8.939750E+6	3.358054E+4	-8.939687E+6	-8.978478E+1	1.780294E-11	2.379924E+9	3.756344E-3
3.153785E+1	0.000000E+0	1.000000E+3	8.184570E+6	-3.770416E+5	-8.175881E+6	-9.264040E+1	1.942509E-11	-1.776653E+8	-4.611632E-2
3.261660E+1	0.000000E+0	1.000000E+3	8.204560E+6	-4.806241E+5	-8.190470E+6	-9.335832E+1	1.936504E-11	-1.400571E+8	-5.868089E-2
3.369034E+1	0.000000E+0	1.000000E+3	8.123270E+6	-3.816829E+5	-8.114298E+6	-9.269311E+1	1.957083E-11	-1.728857E+8	-4.703832E-2
