AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.258928E+0	0.000000E+0	1.000000E+3	8.920980E+6	6.892572E+4	-8.920714E+6	-8.955731E+1	1.783999E-11	1.154633E+9	7.726481E-3
2.328048E+0	0.000000E+0	1.000000E+3	8.702870E+6	-9.939886E+5	-8.645920E+6	-9.655829E+1	1.816797E-11	-7.619800E+7	-1.149662E-1
3.405973E+0	0.000000E+0	1.000000E+3	9.251160E+6	-9.124701E+5	-9.206050E+6	-9.566046E+1	1.711989E-11	-9.379372E+7	-9.911635E-2
4.482306E+0	0.000000E+0	1.000000E+3	9.501050E+6	-4.921589E+5	-9.488294E+6	-9.296928E+1	1.672881E-11	-1.834163E+8	-5.187012E-2
5.574024E+0	0.000000E+0	1.000000E+3	8.799010E+6	-4.622075E+5	-8.786862E+6	-9.301110E+1	1.806285E-11	-1.675061E+8	-5.260211E-2
6.650268E+0	0.000000E+0	1.000000E+3	8.968430E+6	-7.199604E+5	-8.939485E+6	-9.460450E+1	1.768886E-11	-1.117183E+8	-8.053713E-2
7.727947E+0	0.000000E+0	1.000000E+3	8.632250E+6	-8.052839E+5	-8.594606E+6	-9.535278E+1	1.835685E-11	-9.253350E+7	-9.369643E-2
8.805503E+0	0.000000E+0	1.000000E+3	8.647420E+6	-8.511142E+5	-8.605433E+6	-9.564843E+1	1.831554E-11	-8.785880E+7	-9.890429E-2
9.872246E+0	0.000000E+0	1.000000E+3	8.723890E+6	-5.104369E+5	-8.708944E+6	-9.335431E+1	1.821232E-11	-1.491002E+8	-5.861065E-2
1.100524E+1	0.000000E+0	1.000000E+3	9.054290E+6	-3.487182E+5	-9.047572E+6	-9.220724E+1	1.756481E-11	-2.350900E+8	-3.854274E-2
1.213688E+1	0.000000E+0	1.000000E+3	9.382640E+6	-1.096698E+6	-9.318325E+6	-9.671241E+1	1.684643E-11	-8.027181E+7	-1.176926E-1
1.321798E+1	0.000000E+0	1.000000E+3	8.224910E+6	-6.371508E+5	-8.200194E+6	-9.444293E+1	1.929221E-11	-1.061745E+8	-7.769947E-2
1.429397E+1	0.000000E+0	1.000000E+3	8.548320E+6	-8.451884E+5	-8.506435E+6	-9.567421E+1	1.852705E-11	-8.645856E+7	-9.935871E-2
1.537231E+1	0.000000E+0	1.000000E+3	8.639610E+6	-7.589061E+5	-8.606214E+6	-9.503937E+1	1.835034E-11	-9.835586E+7	-8.818118E-2
1.645052E+1	0.000000E+0	1.000000E+3	9.082070E+6	-8.032904E+5	-9.046476E+6	-9.507432E+1	1.745540E-11	-1.026827E+8	-8.879595E-2
1.752823E+1	0.000000E+0	1.000000E+3	9.126830E+6	-3.821534E+5	-9.118826E+6	-9.239976E+1	1.742285E-11	-2.179727E+8	-4.190818E-2
1.858211E+1	0.000000E+0	1.000000E+3	8.350020E+6	-6.743112E+5	-8.322748E+6	-9.463200E+1	1.899817E-11	-1.033986E+8	-8.102026E-2
1.966468E+1	0.000000E+0	1.000000E+3	9.042000E+6	-1.389684E+6	-8.934570E+6	-9.884095E+1	1.739261E-11	-5.883192E+7	-1.555401E-1
2.073856E+1	0.000000E+0	1.000000E+3	8.454830E+6	-8.319063E+5	-8.413803E+6	-9.564671E+1	1.873280E-11	-8.592812E+7	-9.887400E-2
2.181693E+1	0.000000E+0	1.000000E+3	8.393220E+6	-1.015383E+6	-8.331575E+6	-9.694847E+1	1.882305E-11	-6.937886E+7	-1.218717E-1
2.289379E+1	0.000000E+0	1.000000E+3	8.369610E+6	-1.149219E+6	-8.290336E+6	-9.789213E+1	1.883570E-11	-6.095478E+7	-1.386215E-1
2.397259E+1	0.000000E+0	1.000000E+3	8.056130E+6	-5.327951E+5	-8.038492E+6	-9.379205E+1	1.971250E-11	-1.218127E+8	-6.628048E-2
2.505190E+1	0.000000E+0	1.000000E+3	8.311700E+6	-8.037607E+5	-8.272746E+6	-9.554931E+1	1.905856E-11	-8.595140E+7	-9.715766E-2
2.612940E+1	0.000000E+0	1.000000E+3	8.251080E+6	-2.817499E+5	-8.246268E+6	-9.195686E+1	1.927773E-11	-2.416339E+8	-3.416696E-2
2.720614E+1	0.000000E+0	1.000000E+3	8.779870E+6	-3.232340E+5	-8.773918E+6	-9.210984E+1	1.811497E-11	-2.384839E+8	-3.684033E-2
2.828514E+1	0.000000E+0	1.000000E+3	9.364460E+6	-1.273482E+6	-9.277465E+6	-9.781593E+1	1.683775E-11	-6.886089E+7	-1.372662E-1
2.936188E+1	0.000000E+0	1.000000E+3	8.561290E+6	-1.078025E+6	-8.493147E+6	-9.723380E+1	1.844210E-11	-6.799071E+7	-1.269288E-1
3.044005E+1	0.000000E+0	1.000000E+3	8.727830E+6	-7.392652E+5	-8.696465E+6	-9.485889E+1	1.816981E-11	-1.030415E+8	-8.500755E-2
3.151791E+1	0.000000E+0	1.000000E+3	9.024870E+6	-7.520148E+5	-8.993484E+6	-9.477982E+1	1.757382E-11	-1.083067E+8	-8.361774E-2
3.259662E+1	0.000000E+0	1.000000E+3	8.664990E+6	-5.684798E+5	-8.646322E+6	-9.376168E+1	1.832801E-11	-1.320751E+8	-6.574817E-2
3.370373E+1	0.000000E+0	1.000000E+3	8.812640E+6	-4.996173E+5	-8.798466E+6	-9.325003E+1	1.803080E-11	-1.554442E+8	-5.678459E-2
