AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.165230E+0	0.000000E+0	1.000000E+3	8.781670E+6	-1.133821E+6	-8.708167E+6	-9.741830E+1	1.797185E-11	-6.801578E+7	-1.302020E-1
2.240997E+0	0.000000E+0	1.000000E+3	8.411200E+6	-1.120927E+6	-8.336175E+6	-9.765836E+1	1.875301E-11	-6.311586E+7	-1.344654E-1
3.319218E+0	0.000000E+0	1.000000E+3	8.421460E+6	-1.218951E+6	-8.332775E+6	-9.832242E+1	1.869972E-11	-5.818198E+7	-1.462839E-1
4.398340E+0	0.000000E+0	1.000000E+3	9.098650E+6	-1.258154E+6	-9.011242E+6	-9.794828E+1	1.732411E-11	-6.579914E+7	-1.396205E-1
5.485580E+0	0.000000E+0	1.000000E+3	8.591350E+6	-1.021014E+6	-8.530464E+6	-9.682528E+1	1.839374E-11	-7.229212E+7	-1.196904E-1
6.565447E+0	0.000000E+0	1.000000E+3	8.623560E+6	-1.161448E+6	-8.544988E+6	-9.774030E+1	1.828767E-11	-6.402851E+7	-1.359216E-1
7.641569E+0	0.000000E+0	1.000000E+3	8.571880E+6	-1.062264E+6	-8.505805E+6	-9.711864E+1	1.842398E-11	-6.917031E+7	-1.248869E-1
8.773317E+0	0.000000E+0	1.000000E+3	8.455770E+6	-1.412510E+6	-8.336958E+6	-9.961616E+1	1.855758E-11	-5.061915E+7	-1.694275E-1
9.892494E+0	0.000000E+0	1.000000E+3	7.391330E+6	6.767348E+5	-7.360285E+6	-8.474676E+1	2.144221E-11	8.072846E+7	9.194411E-2
1.099251E+1	0.000000E+0	1.000000E+3	8.712210E+6	-1.167431E+6	-8.633638E+6	-9.770076E+1	1.810328E-11	-6.501679E+7	-1.352189E-1
1.212907E+1	0.000000E+0	1.000000E+3	8.462600E+6	-1.019324E+6	-8.400987E+6	-9.691810E+1	1.866993E-11	-7.025791E+7	-1.213339E-1
1.327303E+1	0.000000E+0	1.000000E+3	8.766950E+6	-1.175027E+6	-8.687849E+6	-9.770248E+1	1.799017E-11	-6.541079E+7	-1.352494E-1
1.439178E+1	0.000000E+0	1.000000E+3	7.855540E+6	9.770204E+5	-7.794546E+6	-8.285543E+1	2.010291E-11	6.316092E+7	1.253467E-1
1.549152E+1	0.000000E+0	1.000000E+3	8.459780E+6	-8.981176E+5	-8.411971E+6	-9.609419E+1	1.870681E-11	-7.968653E+7	-1.067666E-1
1.663064E+1	0.000000E+0	1.000000E+3	8.406890E+6	-9.769689E+5	-8.349930E+6	-9.667345E+1	1.880322E-11	-7.234191E+7	-1.170032E-1
1.776490E+1	0.000000E+0	1.000000E+3	8.455980E+6	-1.110299E+6	-8.382770E+6	-9.754492E+1	1.865863E-11	-6.440030E+7	-1.324501E-1
1.885367E+1	0.000000E+0	1.000000E+3	8.772700E+6	-1.163451E+6	-8.695208E+6	-9.762112E+1	1.798182E-11	-6.614825E+7	-1.338037E-1
1.992987E+1	0.000000E+0	1.000000E+3	8.533540E+6	-1.026514E+6	-8.471575E+6	-9.690894E+1	1.851509E-11	-7.094041E+7	-1.211715E-1
2.100836E+1	0.000000E+0	1.000000E+3	8.559620E+6	-9.703991E+5	-8.504435E+6	-9.650958E+1	1.847382E-11	-7.550203E+7	-1.141051E-1
2.214199E+1	0.000000E+0	1.000000E+3	9.013640E+6	-1.034766E+6	-8.954047E+6	-9.659209E+1	1.754038E-11	-7.851602E+7	-1.155640E-1
2.322098E+1	0.000000E+0	1.000000E+3	8.509330E+6	-1.113508E+6	-8.436160E+6	-9.751914E+1	1.854275E-11	-6.502755E+7	-1.319923E-1
2.429984E+1	0.000000E+0	1.000000E+3	8.901230E+6	-1.178027E+6	-8.822933E+6	-9.760508E+1	1.772283E-11	-6.725815E+7	-1.335187E-1
