AC voltage: 100.00mV
time	bias	frequency	Z	Z'	Z''	phi	Cp	Rp	D
1.203511E+0	0.000000E+0	1.000000E+3	8.289650E+6	-6.826553E+5	-8.261494E+6	-9.472367E+1	1.913402E-11	-1.006633E+8	-8.263097E-2
2.283248E+0	0.000000E+0	1.000000E+3	9.000900E+6	-5.448842E+5	-8.984392E+6	-9.347062E+1	1.764968E-11	-1.486852E+8	-6.064787E-2
3.417010E+0	0.000000E+0	1.000000E+3	8.765690E+6	-8.481860E+5	-8.724557E+6	-9.555274E+1	1.807138E-11	-9.059018E+7	-9.721823E-2
4.495503E+0	0.000000E+0	1.000000E+3	8.506230E+6	-9.881753E+5	-8.448636E+6	-9.667116E+1	1.858371E-11	-7.322177E+7	-1.169627E-1
5.585004E+0	0.000000E+0	1.000000E+3	8.650970E+6	-1.088373E+6	-8.582233E+6	-9.722750E+1	1.825117E-11	-6.876251E+7	-1.268170E-1
6.744477E+0	0.000000E+0	1.000000E+3	8.342720E+6	-9.130607E+5	-8.292605E+6	-9.628327E+1	1.896251E-11	-7.622821E+7	-1.101054E-1
7.872273E+0	0.000000E+0	1.000000E+3	8.702270E+6	-1.034715E+6	-8.640536E+6	-9.682872E+1	1.815916E-11	-7.318877E+7	-1.197512E-1
8.951841E+0	0.000000E+0	1.000000E+3	8.708690E+6	-6.140942E+5	-8.687012E+6	-9.404357E+1	1.822992E-11	-1.235011E+8	-7.069107E-2
1.002976E+1	0.000000E+0	1.000000E+3	8.785450E+6	-9.151310E+5	-8.737658E+6	-9.597903E+1	1.801719E-11	-8.434217E+7	-1.047341E-1
1.110496E+1	0.000000E+0	1.000000E+3	8.740520E+6	-6.091891E+5	-8.719265E+6	-9.399659E+1	1.816458E-11	-1.254072E+8	-6.986702E-2
1.218598E+1	0.000000E+0	1.000000E+3	8.796700E+6	-1.318421E+6	-8.697338E+6	-9.861979E+1	1.788821E-11	-5.869287E+7	-1.515891E-1
1.326181E+1	0.000000E+0	1.000000E+3	8.863580E+6	-7.454643E+5	-8.832176E+6	-9.482452E+1	1.789244E-11	-1.053881E+8	-8.440325E-2
1.434193E+1	0.000000E+0	1.000000E+3	8.392410E+6	-1.103283E+6	-8.319574E+6	-9.755409E+1	1.879957E-11	-6.383904E+7	-1.326130E-1
1.541816E+1	0.000000E+0	1.000000E+3	8.429450E+6	-1.147999E+6	-8.350912E+6	-9.782739E+1	1.870491E-11	-6.189518E+7	-1.374700E-1
1.649675E+1	0.000000E+0	1.000000E+3	8.661510E+6	-1.189042E+6	-8.579507E+6	-9.789041E+1	1.820100E-11	-6.309430E+7	-1.385909E-1
1.757448E+1	0.000000E+0	1.000000E+3	8.610210E+6	-6.028554E+5	-8.589079E+6	-9.401493E+1	1.843908E-11	-1.229743E+8	-7.018859E-2
1.865394E+1	0.000000E+0	1.000000E+3	8.781860E+6	-6.817839E+5	-8.755355E+6	-9.445267E+1	1.806845E-11	-1.131166E+8	-7.787050E-2
1.978329E+1	0.000000E+0	1.000000E+3	8.578400E+6	-8.556741E+5	-8.535618E+6	-9.572463E+1	1.846046E-11	-8.600114E+7	-1.002475E-1
2.086289E+1	0.000000E+0	1.000000E+3	8.806150E+6	-1.278902E+6	-8.712789E+6	-9.835050E+1	1.788155E-11	-6.063661E+7	-1.467844E-1
2.194264E+1	0.000000E+0	1.000000E+3	8.670710E+6	-1.233490E+6	-8.582524E+6	-9.817861E+1	1.816878E-11	-6.094999E+7	-1.437211E-1
2.306665E+1	0.000000E+0	1.000000E+3	8.260340E+6	-8.473696E+5	-8.216762E+6	-9.588792E+1	1.916571E-11	-8.052356E+7	-1.031269E-1
2.414126E+1	0.000000E+0	1.000000E+3	8.756460E+6	-1.248636E+6	-8.666978E+6	-9.819809E+1	1.798998E-11	-6.140749E+7	-1.440682E-1
2.521930E+1	0.000000E+0	1.000000E+3	8.351540E+6	-1.294623E+6	-8.250586E+6	-9.891773E+1	1.882660E-11	-5.387533E+7	-1.569128E-1
2.629861E+1	0.000000E+0	1.000000E+3	8.460410E+6	-1.317684E+6	-8.357167E+6	-9.896012E+1	1.858217E-11	-5.432148E+7	-1.576711E-1
2.737462E+1	0.000000E+0	1.000000E+3	8.336800E+6	-9.925842E+5	-8.277500E+6	-9.683789E+1	1.895486E-11	-7.002150E+7	-1.199135E-1
2.845409E+1	0.000000E+0	1.000000E+3	8.303700E+6	-9.365178E+5	-8.250719E+6	-9.647578E+1	1.904446E-11	-7.362533E+7	-1.135074E-1
2.952896E+1	0.000000E+0	1.000000E+3	8.648560E+6	-8.945065E+5	-8.602177E+6	-9.593663E+1	1.830378E-11	-8.361883E+7	-1.039861E-1
